created,text,retwc,hashtag,followers,friends,subjectivity,polarity
2021-09-20 16:46:36,"b'I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not cur\xe2\x80\xa6 https://t.co/oKLokj0nTf'",0,None,7682,5477,1.0,0.5
2021-09-20 16:46:35,b'Yes Fully vaccinated #ArmyVaccinatedToo https://t.co/uJqyaUKCqu',0,ArmyVaccinatedToo,1322,1182,0.0,0.0
2021-09-20 16:46:31,b'#ARMYvaccinatedtoo get your vaccines you dumb fucks cmon',0,ARMYvaccinatedtoo,679,1108,0.5,-0.375
2021-09-20 16:46:30,b'RT @JlNSONYEONDAN: I\xe2\x80\x98ve been fully vaccinated since May &amp; I still continue to wear mask when I leave the house. I will do whatever I can no\xe2\x80\xa6',125,None,85,655,0.0,0.0
2021-09-20 16:46:30,b'RT @BTSareHumans: Fully vaccinated morderna angel here\n\n#ARMYvaccinatedtoo',6,ARMYvaccinatedtoo,101,183,0.0,0.0
2021-09-20 16:46:23,"b'RT @Sparkle_Moony: Registered for vaccination as soon I was eligible and am fully vaccinated now to protect myself, my loved ones and every\xe2\x80\xa6'",102,None,683,561,0.8,0.7
2021-09-20 16:46:15,b'Got my second dose just last week!! \n#ARMYvaccinatedtoo',1,ARMYvaccinatedtoo,66,582,0.03333333333333333,0.0
2021-09-20 16:46:09,b'RT @jooniiwithlove: I am fully vaccinated \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\n#ARMYVaccinatedToo',1,ARMYVaccinatedToo,159,160,0.0,0.0
2021-09-20 16:46:08,"b'RT @NoraAdamSg: I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not currently v\xe2\x80\xa6'",6,None,9391,464,0.7,0.25
2021-09-20 16:46:06,"b'RT @BTSHome389: I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not currently v\xe2\x80\xa6'",179,None,717,726,0.7,0.25
2021-09-20 16:46:06,"b""RT @LetsBeGoodHuman: I'll take the vaccination pledge, wear a mask\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am n\xe2\x80\xa6""",12,None,1739,1309,1.0,0.5
2021-09-20 16:46:06,"b'RT @koocraves: I take the following vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated.\n\n#ARMYVaccinationP\xe2\x80\xa6'",6,None,9391,464,0.55,0.25
2021-09-20 16:46:05,b'RT @swanease7: Ive been fully vaccinated since May! I still wear my mask &amp; social distance. Me and my family are committed to doing whateve\xe2\x80\xa6',28,None,314,584,0.06666666666666667,0.03333333333333333
2021-09-20 16:46:05,"b'RT @Lex_t_: I, Adorable Representative MC for Youth, am fully vaccinated.\n\n#ARMYVaccinationPledge\n#ARMYvaccinatedtoo \n#ARMYRightBehindYou\xe2\x80\xa6'",11,ARMYVaccinationPledge,242,292,1.0,0.5
2021-09-20 16:46:04,"b'RT @iamannieking: I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not currently\xe2\x80\xa6'",4,None,9391,464,1.0,0.5
2021-09-20 16:46:03,"b'fully vaccinated since august, registered as soon as i could. still wearing masks, practicing social distancing and\xe2\x80\xa6 https://t.co/r6yPwMRDg3'",8,None,1716,568,0.06666666666666667,0.03333333333333333
2021-09-20 16:45:58,"b""I'm fully vaccinated too \xf0\x9f\x92\x9c\n#ARMYvaccinatedtoo""",0,ARMYvaccinatedtoo,11,172,0.0,0.0
2021-09-20 16:45:57,"b'I would like to join too \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\n\nI, Adorable Representative MC for Youth, am fully vaccinated. I will do my best to en\xe2\x80\xa6 https://t.co/s5K3ScoP1M'",0,None,1123,1135,0.65,0.75
2021-09-20 16:45:56,b'moderna fully equipped since may \xf0\x9f\x92\x9c #ARMYvaccinatedtoo https://t.co/aea5NGZTTi',1,ARMYvaccinatedtoo,801,265,0.0,0.0
2021-09-20 16:45:55,b'I\xe2\x80\x99m fully vaccinated\xf0\x9f\x98\xbb#ARMYvaccinatedtoo https://t.co/B9TeqJmRn8',0,ARMYvaccinatedtoo,556,703,0.0,0.0
2021-09-20 16:45:54,"b'I can take the vaccination pledge...\n\nI, Adorable Representative MC for Youth, am fully vaccinated. If I am not cur\xe2\x80\xa6 https://t.co/B7NMhfd2dc'",6,None,64,260,1.0,0.5
2021-09-20 16:45:50,b'@UNICEF @BTS_twt Been vac. For months\xe2\x80\xa6 #ARMYvaccinatedtoo',0,ARMYvaccinatedtoo,103,210,0.0,0.0
2021-09-20 16:45:50,b'RT @BTSprojectINDIA: All of our admins are fully vaccinated.\n\n#ARMYvaccinatedtoo \xf0\x9f\x92\x9c https://t.co/IO4mDvid4L',816,ARMYvaccinatedtoo,277,250,0.0,0.0
